"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:68","33,84 m²","pelna wlasnosc","2 ","do wykonczenia","1/7","balkon, ogródek, taras","390 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","323 000 zl","https://www.otodom.pl/pl/oferta/m-3-filmowa-taras-34m2-i-pietro-winda-2021-rok-ID4gaKr","bydgoszcz","2022-06-30"
"1:69","34 m²","pelna wlasnosc","2 ","do wykonczenia","1/7","balkon, ogródek, taras","390 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","323 000 zl","https://www.otodom.pl/pl/oferta/m-3-filmowa-taras-34m2-i-pietro-winda-2021-rok-ID4geRj","bydgoszcz","2022-06-30"
"1:70","35,21 m²","pelna wlasnosc","3 ","zapytaj","2/4","balkon","290 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","meble","piwnica","wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/m-3-osiedle-blonie-z-balkonem-ID4gQMq","bydgoszcz","2022-06-22"
"1:71","30,9 m²","zapytaj","1 ","do remontu","9/11","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"piwnica","wielka plyta","219 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-wneka-balkon-szwederowo-ID4h7U0","bydgoszcz",NA
"1:72","37,45 m²","zapytaj","1 ","zapytaj","1/3","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica","drewniane","nie",NA,NA,NA,NA,"cegla","224 000 zl","https://www.otodom.pl/pl/oferta/mieszkaniez-z-balkonem-dla-kochajacych-centrum-ID4gG9A","bydgoszcz",NA
"1:73","37 m²","zapytaj","2 ","do zamieszkania","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2021",NA,NA,"nie",NA,NA,NA,NA,NA,"410 000 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-centrum-miasta-ID4him3","bydgoszcz",NA
"1:74","37,3 m²","zapytaj","2 ","zapytaj","zapytaj","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-symfonia-a5-ID4gU71","bydgoszcz",NA
"1:75","31,32 m²","pelna wlasnosc","2 ","zapytaj","parter/3","zapytaj","637 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","239 000 zl","https://www.otodom.pl/pl/oferta/m-3-ul-chodkiewicza-gdanska-do-wprowadzenia-ID4eP76","bydgoszcz",NA
"1:76","20 m²","zapytaj","1 ","zapytaj","1/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"piwnica",NA,"200 000 zl","https://www.otodom.pl/pl/oferta/oferta-dla-inwestora-swietna-lokalizacja-ID4gxS0","bydgoszcz",NA
"1:77","35,4 m²","zapytaj","2 ","zapytaj","1/4","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","287 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-bloniu-na-1-pietrze-ID4hig4","bydgoszcz","2022-09-01"
"1:78","36 m²","zapytaj","2 ","zapytaj","7","balkon","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"piwnica",NA,"285 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m-bydgoszcz-ID4hi9Z","bydgoszcz",NA
"1:79","30,4 m²","zapytaj","1 ","do zamieszkania","2/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","plastikowe","tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","silikat","300 960 zl","https://www.otodom.pl/pl/oferta/bydgoszcz-mieszkanie-inwestycyjne-super-uklad-ID4hhUD","bydgoszcz","1980-01-01"
"1:80","35 m²","zapytaj","2 ","zapytaj","9/11","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,"piwnica",NA,"299 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-35-m-bydgoszcz-ID4hhS4","bydgoszcz",NA
"1:81","35,4 m²","zapytaj","2 ","zapytaj","1/4","balkon","500 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"285 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-balkonem-na-bloniu-ID4hhRX","bydgoszcz",NA
"1:82","35,01 m²","pelna wlasnosc","2 ","zapytaj","9/11","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1978","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble","piwnica","wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/m-3-po-remoncie-wolne-od-zaraz-ID4hhPE","bydgoszcz","2022-06-13"
"1:83","28,7 m²","zapytaj","1 ","do zamieszkania","2/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","plastikowe","tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","silikat","284 130 zl","https://www.otodom.pl/pl/oferta/bydgoszcz-super-uklad-inwestycja-i-balkon-ID4hhOU","bydgoszcz","2023-07-01"
"1:84","35 m²","pelna wlasnosc","1 ","zapytaj","2/3","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","kuchenka","piwnica, oddzielna kuchnia","cegla","259 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-na-osiedlu-lesnym-ID4hhNu","bydgoszcz",NA
"1:85","34,8 m²","pelna wlasnosc","2 ","zapytaj","3/3","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1910","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","320 000 zl","https://www.otodom.pl/pl/oferta/klimatyczne-62m2-w-centum-wysoki-standard-ID4hewg","bydgoszcz",NA
"1:86","37 m²","pelna wlasnosc","2 ","do zamieszkania","1/2","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka","pom. uzytkowe","cegla","325 000 zl","https://www.otodom.pl/pl/oferta/37m2-w-centrum-gotowe-do-wprowadzenia-ID4gTuJ","bydgoszcz","2022-05-27"
"1:87","37,3 m²","pelna wlasnosc","1 ","do remontu","3/3","balkon","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1959","blok","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica","cegla","240 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-jedno-dwupokojowe-do-remontu-os-lesne-ID4hhwY","bydgoszcz",NA
"1:88","36 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1961","blok",NA,"nie",NA,"domofon / wideofon",NA,"piwnica","cegla","239 000 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-z-balkonem-os-lesne-ID4hhuR","bydgoszcz",NA
"1:89","35 m²","spóldzielcze wl. z KW","2 ","do remontu","4/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor","piwnica","wielka plyta","249 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-m-3-os-blonie-ID4hhtq","bydgoszcz",NA
"1:90","37,4 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","10/10","balkon","380 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1965","blok","plastikowe","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, meble, piekarnik, kuchenka","piwnica","wielka plyta","319 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-m3-na-skrzetusku-po-remoncie-ID4hf1O","bydgoszcz",NA
"1:91","30,5 m²","pelna wlasnosc","1 ","zapytaj","2/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1876","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","215 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-przy-wyspie-mlynskiej-ID4fJuS","bydgoszcz",NA
"1:92","35,64 m²","pelna wlasnosc","1 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","267 000 zl","https://www.otodom.pl/pl/oferta/kwalerka-w-stanie-deweloperskim-w-kamienicy-ID4h39Q","bydgoszcz",NA
"1:93","26,71 m²","pelna wlasnosc","1 ","zapytaj","3/4","zapytaj","458 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","213 000 zl","https://www.otodom.pl/pl/oferta/kwalerka-w-stanie-deweloperskim-w-kamienicy-ID4h39J","bydgoszcz",NA
"1:94","26,45 m²","pelna wlasnosc","1 ","zapytaj","2/4","zapytaj","454 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","211 000 zl","https://www.otodom.pl/pl/oferta/kwalerka-w-stanie-deweloperskim-w-kamienicy-ID4h39G","bydgoszcz",NA
"1:95","29,08 m²","pelna wlasnosc","1 ","zapytaj","3/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","232 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-super-lokalizacja-ID4h39H","bydgoszcz",NA
"1:96","25,57 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","204 000 zl","https://www.otodom.pl/pl/oferta/kwalerka-z-balkonem-stan-deweloperski-ID4h39L","bydgoszcz",NA
"1:97","26,44 m²","pelna wlasnosc","1 ","zapytaj","1/4","zapytaj","454 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","211 000 zl","https://www.otodom.pl/pl/oferta/kwalerka-w-stanie-deweloperskim-w-kamienicy-ID4h39R","bydgoszcz",NA
"1:98","28,9 m²","pelna wlasnosc","2 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","231 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-super-lokalizacja-ID4h39F","bydgoszcz",NA
"1:99","25,02 m²","pelna wlasnosc","1 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","200 000 zl","https://www.otodom.pl/pl/oferta/kwalerka-w-stanie-deweloperskim-w-kamienicy-ID4h39P","bydgoszcz",NA
"1:100","26,73 m²","pelna wlasnosc","1 ","zapytaj","parter/4","zapytaj","468 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1886","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","cegla","214 000 zl","https://www.otodom.pl/pl/oferta/kwalerka-w-stanie-deweloperskim-w-kamienicy-ID4h39T","bydgoszcz",NA
"1:101","27,64 m²","pelna wlasnosc","1 ","zapytaj","2/2","zapytaj","zapytaj","zapytaj","Wirtualny spacer","gazowe","wtórny","biuro nieruchomosci ","1876","kamienica","plastikowe","nie",NA,NA,"telewizor","piwnica, oddzielna kuchnia","cegla","279 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-pod-klucz-przy-wyspie-mlynskiej-ID4hgdf","bydgoszcz",NA
"1:102","27,18 m²","pelna wlasnosc","1 ","zapytaj","3/5","zapytaj","270 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,"teren zamkniety",NA,"oddzielna kuchnia",NA,"313 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-iq-botaniq-stan-deweloperski-ID4epW1","bydgoszcz",NA
"1:103","35,74 m²","pelna wlasnosc","2 ","zapytaj","2/5","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","silikat","320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m2-odbior-w-tym-roku-ID4gJX1","bydgoszcz",NA
"1:104","36,63 m²","pelna wlasnosc","2 ","zapytaj","1/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"silikat","436 000 zl","https://www.otodom.pl/pl/oferta/swietne-mieszkanie-w-samym-centrum-pod-klucz-ID4gJVM","bydgoszcz",NA
"1:105","26 m²","pelna wlasnosc","1 ","zapytaj","2/3","zapytaj","250 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1914","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","235 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-w-rewelacyjnym-miejscu-ID4gRxx","bydgoszcz",NA
"1:106","36,41 m²","pelna wlasnosc","2 ","zapytaj","2/3","zapytaj","150 zl","zapytaj","Wirtualny spacer","gazowe","wtórny","biuro nieruchomosci ","1950","kamienica","plastikowe","nie",NA,NA,NA,"piwnica","cegla","248 000 zl","https://www.otodom.pl/pl/oferta/36-41-m2-po-remoncie-centrum-tylko-u-nas-ID4g9F1","bydgoszcz",NA
"1:107","25 m²","pelna wlasnosc","1 ","do zamieszkania","2/2","ogródek","300 zl","garaz/miejsce parkingowe","tak","elektryczne","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie","telewizja kablowa, internet","teren zamkniety, domofon / wideofon","lodówka, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","cegla","149 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-szwederowo-po-remoncie-polecam-ID4hhrO","bydgoszcz",NA
"1:108","34,8 m²","pelna wlasnosc","2 ","zapytaj","3/3","zapytaj","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","nie",NA,NA,"lodówka","oddzielna kuchnia","cegla","320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-poddaszu-62-m2-po-podlodze-centrum-ID4gr4w","bydgoszcz",NA
"1:109","34,4 m²","pelna wlasnosc","1 ","zapytaj","parter/2","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1933","kamienica","plastikowe","nie",NA,NA,NA,"piwnica",NA,"225 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-jarach-bezczynszowa-34-4-m2-ID4h0S8","bydgoszcz",NA
"1:110","30,52 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","3/3","balkon","250 zl","zapytaj","tak","miejskie","wtórny","prywatny","2021","blok","drewniane","nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","telewizor",NA,"cegla","244 500 zl","https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-w-centrum-30-52-ID4gwrr","bydgoszcz",NA
"1:111","35,4 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"nie",NA,NA,NA,"piwnica",NA,"285 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-35-40-m-bydgoszcz-ID4hgyt","bydgoszcz",NA
"1:112","32 m²","pelna wlasnosc","2 ","zapytaj","2/3","zapytaj","420 zl","zapytaj","Wirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","279 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-po-generalnym-remoncie-32-m2-ID4g6BJ","bydgoszcz",NA
"1:113","36,81 m²","zapytaj","2 ","zapytaj","3/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-symfonia-a84-ID4gU9x","bydgoszcz",NA
"1:114","35,66 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"324 506 zl","https://www.otodom.pl/pl/oferta/industria-wyjatkowe-mieszkanie-m41-c-ID4eaUE","bydgoszcz",NA
"1:115","35,83 m²","zapytaj","2 ","do wykonczenia","3/3","balkon, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2021","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"pom. uzytkowe","silikat","354 717 zl","https://www.otodom.pl/pl/oferta/apartamenty-poznanska-25-m33-ID4cM7k","bydgoszcz",NA
"1:116","35,2 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","parter/3","balkon","480 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1992","blok","plastikowe","nie",NA,"domofon / wideofon","meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia","cegla","185 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-bydgoszcz-fordon-osiedle-nad-wisla-ID4hhlt","bydgoszcz",NA
"1:117","37,31 m²","zapytaj","2 ","zapytaj","3/11","balkon","490 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble","piwnica","wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/m-3-bartodzieje-balkon-iii-pietro-winda-jurasza-ID4hhkg","bydgoszcz","2022-06-30"
"1:118","13,01 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","256 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1908","kamienica","plastikowe","nie","internet, telefon","domofon / wideofon",NA,NA,"cegla","149 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-umeblowana-w-centrum-ID4hhco","bydgoszcz",NA
"1:119","31 m²","pelna wlasnosc","2 ","do zamieszkania","10/11","balkon","245 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1984","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon","zmywarka, meble, piekarnik, kuchenka","piwnica","wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/m3-gorzyskowo-do-wprowadzenia-0-prowizji-ID4gOm0","bydgoszcz",NA
"1:120","19,7 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","poddasze/11","zapytaj","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,"domofon / wideofon",NA,NA,"wielka plyta","179 000 zl","https://www.otodom.pl/pl/oferta/ul-ogrody-wolne-od-zaraz-ID4hgV8","bydgoszcz",NA
"1:121","31 m²","zapytaj","1 ","zapytaj","8/11","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,NA,NA,"215 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-31-m-bydgoszcz-ID4hgSZ","bydgoszcz",NA
"1:122","36 m²","zapytaj","2 ","zapytaj","2/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"299 000 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-z-gotowym-projektem-ID4gPAa","bydgoszcz",NA
"1:123","35 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon","420 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"279 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-balkon-blonie-ID4hgNZ","bydgoszcz",NA
"1:124","31,11 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,NA,"inne","249 900 zl","https://www.otodom.pl/pl/oferta/nowa-inwestycja-w-centrum-31-11m2-0-prowizji-ID4gsN8","bydgoszcz",NA
"1:125","35,91 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon, ogródek, taras","250 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,"piwnica","inne","265 950 zl","https://www.otodom.pl/pl/oferta/only-u-nas-bonus-na-m-289-076-265-950-garaz-free-ID4hgAE","bydgoszcz",NA
"1:126","34,21 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon, ogródek, taras","250 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,"piwnica","inne","250 212 zl","https://www.otodom.pl/pl/oferta/only-u-nas-bonus-na-m-271-970-250-212-garaz-free-ID4hgAA","bydgoszcz",NA
"1:127","35,3 m²","pelna wlasnosc","2 ","do remontu","parter/1","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","deweloper",NA,"kamienica","plastikowe","nie","telewizja kablowa, internet","teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","168 800 zl","https://www.otodom.pl/pl/oferta/dwie-kawalerki-w-cenie-jednej-ID4hgtf","bydgoszcz",NA
"1:128","29,2 m²","pelna wlasnosc","1 ","do remontu","parter/2","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","deweloper","1950","kamienica","plastikowe","nie","telewizja kablowa, internet","teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","138 700 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-drugim-pietrze-centrum-ID4hgsB","bydgoszcz",NA
