"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","cena","urlo","miasto","Material budynku","Rok budowy","Dostepne od"
"1:71","35,63 m²","pelna wlasnosc","2 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4cfiL","krakow",NA,NA,NA
"1:72","35,18 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"344 764 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-bezposrednio-ID4dVE5","krakow",NA,NA,NA
"1:73","35,31 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"549 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-35m2-balkon-bez-prowizji-ID4ggoo","krakow",NA,NA,NA
"1:74","26,1 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"358 875 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-loggia-bez-prowizji-ID4dwG8","krakow",NA,NA,NA
"1:75","30,5 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"391 925 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-30m2-loggia-bez-prowizji-ID4dwGn","krakow",NA,NA,NA
"1:76","36,07 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4gISJ","krakow",NA,NA,NA
"1:77","29,41 m²","pelna wlasnosc","1 ","do wykonczenia","parter/7","taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-taras-bez-prowizji-ID4dnak","krakow",NA,NA,NA
"1:78","30,89 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"390 759 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-bezposrednio-ID4dwG7","krakow",NA,NA,NA
"1:79","37,86 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","500 zl","zapytaj","FilmWirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","internet",NA,NA,"piwnica","459 000 zl","https://www.otodom.pl/pl/oferta/dwa-osobne-pokoje-inwestycyjnie-azory-ID4hbgF","krakow",NA,"1970",NA
"1:80","24 m²","pelna wlasnosc","1 ","do remontu","3/10","zapytaj","200 zl","zapytaj","tak","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica","320 000 zl","https://www.otodom.pl/pl/oferta/bezposrednio-do-remontu-inwestycyjne-ua-eng-ID4hgyh","krakow","wielka plyta","1965",NA
"1:81","17,6 m²","spóldzielcze wl. z KW","1 ","do remontu","1/2","zapytaj","161 zl","garaz/miejsce parkingowe","tak","elektryczne","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","internet",NA,"kuchenka, pralka","piwnica, pom. uzytkowe","215 000 zl","https://www.otodom.pl/pl/oferta/garsoniera-17-60-m2-krowodrza-ul-obozna-wroclawska-ID4hbKk","krakow","cegla",NA,NA
"1:82","28,83 m²","pelna wlasnosc","1 ","do wykonczenia","7/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4gDJP","krakow",NA,NA,NA
"1:83","36,35 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"385 310 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-loggia-ID4eGj9","krakow",NA,NA,NA
"1:84","36,3 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"384 780 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-loggia-bez-prowizji-ID4eGjk","krakow",NA,NA,NA
"1:85","35,11 m²","pelna wlasnosc","2 ","do wykonczenia","1/8","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4el5p","krakow",NA,NA,NA
"1:86","37,11 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-ID4gIXy","krakow",NA,NA,NA
"1:87","34,61 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"339 178 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-ID4cTMA","krakow",NA,NA,NA
"1:88","35,63 m²","pelna wlasnosc","2 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4cfht","krakow",NA,NA,NA
"1:89","30,37 m²","pelna wlasnosc","1 ","do wykonczenia","10/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"455 520 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bezposrednio-ID4cJSU","krakow",NA,NA,NA
"1:90","30,37 m²","pelna wlasnosc","1 ","do wykonczenia","> 10/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bez-prowizji-ID4cJRi","krakow",NA,NA,NA
"1:91","16 m²","spóldzielcze wl. z KW","1 ","do remontu","5/5","zapytaj","191 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,NA,"250 000 zl","https://www.otodom.pl/pl/oferta/krakow-stare-debniki-ul-baluckiego-16-m2-ID4g0rp","krakow","wielka plyta","1960",NA
"1:92","35,43 m²","pelna wlasnosc","2 ","do wykonczenia","3/8","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4gNbB","krakow",NA,NA,NA
"1:93","36,85 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4dFdo","krakow",NA,NA,NA
"1:94","36,5 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","420 000 zl","https://www.otodom.pl/pl/oferta/umeblowane-mieszkanie-36m-azory-bez-posrednikow-ID4hbtp","krakow","beton","1968",NA
"1:95","35,44 m²","pelna wlasnosc","2 ","do wykonczenia","1","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","356 734 zl","https://www.otodom.pl/pl/oferta/najlepsza-cena-2-pokoje-idealna-inwestycja-ID4h93o","krakow","cegla","2022",NA
"1:96","37,27 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","balkon","295 zl","garaz/miejsce parkingowe","zapytaj","kotlownia","wtórny","prywatny","blok","drewniane","nie","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","475 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-37m-mydlniki-kameralne-osiedle-ID4hiu4","krakow","cegla","2010",NA
"1:97","38 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","balkon","417 zl","zapytaj","Film","miejskie","wtórny","prywatny",NA,"plastikowe","nie",NA,NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","510 000 zl","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-2-pokojowe-do-zamieszkania-ID4hitD","krakow",NA,NA,NA
"1:98","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","7/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-ID4d78G","krakow",NA,NA,NA
"1:99","25,25 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,"303 000 zl","https://www.otodom.pl/pl/oferta/prawie-gotowe-10-min-spacerem-od-zalewu-bagry-ID48z2V","krakow",NA,"2022",NA
"1:100","37,94 m²","zapytaj","2 ","do wykonczenia","3/5","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper",NA,NA,"tak","telewizja kablowa, internet","teren zamkniety",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/dwupokojowy-mieszkanie-nowa-mysliwska-55b-132-ID4haQe","krakow",NA,"2024",NA
"1:101","33,46 m²","zapytaj","1 ","do wykonczenia","3/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak","internet, telefon",NA,NA,NA,"434 980 zl","https://www.otodom.pl/pl/oferta/apartamenty-cynamonowe-mieszkanie-m52-ID4bDdM","krakow",NA,"2021",NA
"1:102","37,44 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/apartamenty-pradnik-ustawne-mieszkanie-b-6-ID4fnSz","krakow",NA,"2023",NA
"1:103","25,18 m²","pelna wlasnosc","1 ","do wykonczenia","3/9","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","apartamentowiec",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/pachonskiego-sky-krakow-1-pok-balkon-ID4eUO6","krakow",NA,"2024","2024-02-10"
"1:104","29,9 m²","pelna wlasnosc","1 ","do wykonczenia","7/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bez-prowizji-ID4d78N","krakow",NA,NA,NA
"1:105","18,33 m²","pelna wlasnosc","1 ","zapytaj","5/5","zapytaj","100 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica",NA,"nie","telewizja kablowa, internet, telefon",NA,NA,"oddzielna kuchnia","329 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-przy-ul-lubelskiej-ID4h2Hu","krakow","cegla","1930",NA
"1:106","35,9 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","parter/10","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","329 000 zl","https://www.otodom.pl/pl/oferta/bezposrednio-dla-rodziny-lub-inwestora-ID4h4cR","krakow",NA,"1969","2022-06-07"
"1:107","35,1 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","162 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","blok","drewniane","nie","internet",NA,NA,"pom. uzytkowe","370 000 zl","https://www.otodom.pl/pl/oferta/funkcjonalne-2-pokoje-z-ladnym-widokiem-krakow-ID4hjS8","krakow","zelbet","2001",NA
"1:108","36,42 m²","pelna wlasnosc","2 ","do zamieszkania","5/5","balkon","350 zl","garaz/miejsce parkingowe","Film","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","pom. uzytkowe","490 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-m-blisko-galerii-bronowice-ID4h3bB","krakow","inne","2012","2022-06-04"
"1:109","36,23 m²","pelna wlasnosc","2 ","do zamieszkania","3/10","balkon, taras","400 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,"system alarmowy, monitoring / ochrona",NA,NA,"739 700 zl","https://www.otodom.pl/pl/oferta/wyjatkowe-37-m2-2-pok-balkon-16-m2-2022-ID4gNmd","krakow",NA,"2022",NA
"1:110","32,5 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","balkon","380 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","395 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-32-5-m2-loggia-kom-lok-od-wlasciciela-ID4hdNY","krakow",NA,"2013",NA
"1:111","25,56 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok",NA,"tak","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"367 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25-56m2-ul-nowohucka-bez-prowizji-ID4hibO","krakow",NA,"2022",NA
"1:112","27,86 m²","zapytaj","1 ","zapytaj","7/9","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"334 320 zl","https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-bez-prowizji-i-pcc-ID4hcxN","krakow",NA,NA,NA
"1:113","37 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, rolety antywlamaniowe",NA,"oddzielna kuchnia","369 900 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-37-m2-biezanow-mozliwosc-wykonczenia-ID4h0zD","krakow","beton","2022",NA
"1:114","32,87 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,"drzwi / okna antywlamaniowe",NA,NA,"424 023 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-duzym-ogrodem-al-pokoju-ID4dPWC","krakow",NA,"2022",NA
"1:115","37,9 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak","telewizja kablowa, internet, telefon","monitoring / ochrona",NA,NA,"488 910 zl","https://www.otodom.pl/pl/oferta/mieszkanie-krakow-nowa-inwestycja-od-wlasciciela-ID48NJv","krakow",NA,"2022",NA
"1:116","24 m²","pelna wlasnosc","1 ","do zamieszkania","4/10","zapytaj","250 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","oddzielna kuchnia","335 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-swietnej-lokalizacji-ID4gWPo","krakow","wielka plyta","1970",NA
"1:117","22,4 m²","zapytaj","1 ","do wykonczenia","1/2","zapytaj","150 zl","zapytaj","tak","elektryczne","wtórny","prywatny","apartamentowiec","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,NA,"259 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-22m2w-kameralnym-budynku-park-lotnikow-ID4gWQn","krakow","pustak",NA,NA
"1:118","16,3 m²","zapytaj","1 ","do wykonczenia","parter/2","zapytaj","150 zl","zapytaj","tak","elektryczne","wtórny","prywatny","apartamentowiec","plastikowe","nie","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon",NA,NA,"189 000 zl","https://www.otodom.pl/pl/oferta/przytulna-kawalerka-w-grzegorzkach-park-lotnikow-ID4gWPs","krakow","pustak",NA,NA
"1:119","35 m²","zapytaj","2 ","do zamieszkania","4/4","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","internet","domofon / wideofon",NA,"piwnica","458 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-ID4hhAM","krakow",NA,"1960","2022-06-22"
"1:120","19 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","zapytaj","160 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,NA,NA,NA,"259 000 zl","https://www.otodom.pl/pl/oferta/wykonczona-kawalerka-os-gorali-nowa-huta-ID4h7jw","krakow","cegla","1955",NA
"1:121","36,3 m²","pelna wlasnosc","2 ","do wykonczenia","5","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","395 450 zl","https://www.otodom.pl/pl/oferta/nowoczesne-2-pok-3-7km-do-centrum-dla-inwestora-ID4h3yf","krakow","cegla","2022",NA
"1:122","20 m²","zapytaj","1 ","do wykonczenia","2/2","zapytaj","200 zl","zapytaj","zapytaj","gazowe","wtórny","prywatny",NA,"plastikowe","nie",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,"185 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-wola-justowska-chelmska-krolowej-jadwigi-ID4gWDg","krakow","cegla","2022",NA
"1:123","36,47 m²","pelna wlasnosc","2 ","zapytaj","6/6","balkon","350 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","meble","piwnica","494 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-bajecznej-bulwary-wislane-ladne-ID4hjJU","krakow","inne","2016",NA
"1:124","36,45 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","300 zl","zapytaj","zapytaj","miejskie","pierwotny","prywatny","blok","plastikowe","tak",NA,NA,NA,NA,"409 000 zl","https://www.otodom.pl/pl/oferta/ruczaj-korso2-mieszkanie-36-45-m2-ID4hjuM","krakow",NA,"2022",NA
"1:125","24 m²","pelna wlasnosc","1 ","do zamieszkania","1/7","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","360 000 zl","https://www.otodom.pl/pl/oferta/krakow-krowodrza-ul-krolewska-ID4hjIA","krakow","cegla","1960",NA
"1:126","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","6/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4gX2R","krakow",NA,NA,NA
"1:127","33,18 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-balkon-bezposrednio-ID4gX2X","krakow",NA,NA,NA
"1:128","17 m²","udzial","1 ","zapytaj","2/3","zapytaj","zapytaj","zapytaj","tak","inne","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,"teren zamkniety, domofon / wideofon","lodówka, meble, pralka",NA,"199 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-wykonczona-krakow-zielonki-ID4dlK3","krakow","cegla",NA,"2021-09-16"
"1:129","30,5 m²","pelna wlasnosc","2 ","zapytaj","3/3","zapytaj","282 zl","zapytaj","FilmWirtualny spacer","gazowe","wtórny","biuro nieruchomosci ","kamienica","drewniane","nie","telewizja kablowa",NA,NA,"oddzielna kuchnia","422 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-poddaszu-stare-miasto-ID4frUu","krakow","cegla","1933",NA
"1:130","30 m²","pelna wlasnosc","1 ","zapytaj","2/4","balkon","400 zl","garaz/miejsce parkingowe","FilmWirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia","330 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-30m2-garaz-os-zamkniete-ID4hipL","krakow",NA,"2012",NA
"1:131","25,7 m²","spóldzielcze wlasnosciowe","1 ","do remontu","parter/4","zapytaj","390 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","drewniane","nie",NA,NA,NA,NA,"235 000 zl","https://www.otodom.pl/pl/oferta/jerzmanowskiego-kawalerka-do-remontu-bez-prowizji-ID4h2zp","krakow",NA,NA,NA
"1:132","36,03 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"390 925 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-bez-posrednikow-ID4dp4U","krakow",NA,NA,NA
"1:133","34,51 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"377 884 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-ogrodek-ID4dp40","krakow",NA,NA,NA
"1:134","29,16 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","150 zl","zapytaj","zapytaj","elektryczne","wtórny","prywatny","kamienica",NA,"nie","internet","domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","466 000 zl","https://www.otodom.pl/pl/oferta/stare-miasto-ul-boguslawskiego-5-bez-prowizji-ID4hdC4","krakow","cegla",NA,NA
"1:135","37 m²","pelna wlasnosc","2 ","do zamieszkania","2/6","balkon","340 zl","zapytaj","zapytaj","kotlownia","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon","meble",NA,"399 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-37m2-borek-falecki-ul-zdunow-2010-ID4ha7I","krakow","pustak","2010",NA
