"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Dostepne od"
"1:70","37,22 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-ID4e3Ih","warszawa",NA,NA
"1:71","30,8 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394 656 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4cAsi","warszawa",NA,NA
"1:72","36,38 m²","pelna wlasnosc","1 ","do zamieszkania","4/5","zapytaj","434 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"kamienica","plastikowe","tak","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"cegla","670 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-36m2-metro-pole-mokotowskie-ID4gVWF","warszawa","piwnica, oddzielna kuchnia",NA
"1:73","28,01 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-28m2-bez-prowizji-ID4f3sb","warszawa",NA,NA
"1:74","35,39 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4fHE9","warszawa",NA,NA
"1:75","35,3 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4fHEH","warszawa",NA,NA
"1:76","35,95 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-loggia-bez-prowizji-ID4dbx7","warszawa",NA,NA
"1:77","37,8 m²","pelna wlasnosc","2 ","zapytaj","2/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1982","blok","plastikowe","nie",NA,NA,NA,NA,"434 700 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-8m2-2-pok-ursus-keniga-ID4hk92","warszawa","piwnica",NA
"1:78","36,97 m²","pelna wlasnosc","2 ","do remontu","parter/2","zapytaj","zapytaj","zapytaj","tak","kotlownia","wtórny","prywatny",NA,"kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"cegla","299 000 zl","https://www.otodom.pl/pl/oferta/ustawne-2-pokoje-do-remontu-warszawa-rembertow-ID4h4MH","warszawa","piwnica",NA
"1:79","22,08 m²","pelna wlasnosc","1 ","do zamieszkania","6/6","balkon","375 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1964","blok","plastikowe","tak",NA,NA,"meble",NA,"369 000 zl","https://www.otodom.pl/pl/oferta/twoj-azyl-blisko-centrum-kawalerka-wsrod-zieleni-ID4hcCb","warszawa",NA,"2022-06-26"
"1:80","17,33 m²","pelna wlasnosc","1 ","do zamieszkania","2/2","zapytaj","zapytaj","zapytaj","tak","miejskie","wtórny","prywatny","2022","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, kuchenka, pralka",NA,"319 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-widokiem-na-park-bezposrednio-ID4gyHr","warszawa",NA,NA
"1:81","38 m²","spóldzielcze wlasnosciowe","2 ","do remontu","1/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","1978","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","meble","wielka plyta","499 800 zl","https://www.otodom.pl/pl/oferta/srzedam-mieszkanie-2-pokoje-po-remoncie-targowek-ID4hjDa","warszawa","piwnica, oddzielna kuchnia",NA
"1:82","38 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","1954","kamienica","plastikowe","nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, kuchenka, pralka","cegla","629 000 zl","https://www.otodom.pl/pl/oferta/super-gorny-mokotow-2-pokoje-przy-metrze-ID4duHX","warszawa","piwnica",NA
"1:83","30,72 m²","pelna wlasnosc","2 ","do remontu","parter/2","zapytaj","zapytaj","zapytaj","tak","kotlownia","wtórny","prywatny",NA,"kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"cegla","269 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-do-wlasnej-aranzacji-rembertow-ID4h4Nr","warszawa","piwnica",NA
"1:84","37,46 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-loggia-ID4fV9V","warszawa",NA,NA
"1:85","34 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"476 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-ogrodek-bezposrednio-ID4fC4u","warszawa",NA,NA
"1:86","32,87 m²","pelna wlasnosc","1 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-ID4f1c6","warszawa",NA,NA
"1:87","33,07 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-bezposrednio-ID4eU12","warszawa",NA,NA
"1:88","30,86 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-30m2-bez-posrednikow-ID4g5II","warszawa",NA,NA
"1:89","32,31 m²","pelna wlasnosc","1 ","do wykonczenia","4/10","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4foXD","warszawa",NA,NA
"1:90","29,8 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bez-prowizji-ID4g8ch","warszawa",NA,NA
"1:91","35,39 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4fHF0","warszawa",NA,NA
"1:92","32,49 m²","pelna wlasnosc","2 ","do wykonczenia","6/7","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-32m2-bezposrednio-ID4d7Cg","warszawa",NA,NA
"1:93","37 m²","zapytaj","2 ","do wykonczenia","1/3","balkon, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"inne","449 000 zl","https://www.otodom.pl/pl/oferta/blisko-metra-dworzec-wilenska-oddanie-tego-roku-ID4h4fZ","warszawa",NA,NA
"1:94","25,61 m²","pelna wlasnosc","1 ","do wykonczenia","2/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bez-prowizji-ID4e9CC","warszawa",NA,NA
"1:95","32,99 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"inne","418 973 zl","https://www.otodom.pl/pl/oferta/7min-pieszo-do-galerii-polnocnej-22min-do-centrum-ID4gUJ3","warszawa",NA,NA
"1:96","24,5 m²","spóldzielcze wl. z KW","1 ","do remontu","3/10","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","prywatny",NA,"blok",NA,"nie",NA,NA,NA,NA,"299 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-na-woli-ID4h6c3","warszawa",NA,NA
"1:97","37 m²","pelna wlasnosc","2 ","do wykonczenia","parter/10","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"582 743 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-ogrodek-bez-prowizji-ID4eB6t","warszawa",NA,NA
"1:98","26,8 m²","zapytaj","2 ","do wykonczenia","parter/11","ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"inne","457 245 zl","https://www.otodom.pl/pl/oferta/swietna-pod-inwestycje-prywatny-ogrodek-21m2-ID4hhKw","warszawa",NA,NA
"1:99","37,5 m²","spóldzielcze wlasnosciowe","2 ","do remontu","6/10","balkon","500 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1968",NA,"plastikowe","nie",NA,NA,NA,NA,"580 000 zl","https://www.otodom.pl/pl/oferta/panska-2-pokoje-38m2-bon-metro-ID4hc01","warszawa","piwnica",NA
"1:100","31,03 m²","pelna wlasnosc","1 ","do wykonczenia","parter/8","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-ogrodek-bezposrednio-ID4fVcu","warszawa",NA,NA
"1:101","37,42 m²","pelna wlasnosc","2 ","do wykonczenia","1/7","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-ogrodek-bez-prowizji-ID4e9D6","warszawa",NA,NA
"1:102","17,5 m²","pelna wlasnosc","1 ","do remontu","4/4","balkon","232 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1969","blok",NA,"nie",NA,"monitoring / ochrona",NA,"wielka plyta","289 000 zl","https://www.otodom.pl/pl/oferta/awf-10minmetro-mlociny-10min-ID4hk7I","warszawa","piwnica",NA
"1:103","36,82 m²","pelna wlasnosc","2 ","do zamieszkania","parter/6","ogródek","479,53 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","2021","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","cegla","615 000 zl","https://www.otodom.pl/pl/oferta/2-oddzielne-pok-z-ogrodkiem-i-garazem-2021r-ID4gVLZ","warszawa",NA,"2022-06-30"
"1:104","32,4 m²","pelna wlasnosc","2 ","do zamieszkania","1/7","zapytaj","315 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1966","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,"430 000 zl","https://www.otodom.pl/pl/oferta/2-pok-32-4m2-sniardwy-galeria-mokotow-ID4gfmt","warszawa",NA,NA
"1:105","37 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2014","apartamentowiec",NA,"tak",NA,"monitoring / ochrona","meble",NA,"580 000 zl","https://www.otodom.pl/pl/oferta/praga-poludnie-rondo-wiatraczna-2-pok-parking-ID4gZLU","warszawa",NA,NA
"1:106","32 m²","pelna wlasnosc","2 ","do zamieszkania","parter/6","balkon","416 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020","apartamentowiec",NA,"tak",NA,"monitoring / ochrona","meble",NA,"499 000 zl","https://www.otodom.pl/pl/oferta/goclaw-2-pokojowe-mieszkanie-z-balkonem-parking-ID4gZLP","warszawa",NA,NA
"1:107","30 m²","spóldzielcze wl. z KW","2 ","zapytaj","5/10","zapytaj","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok",NA,"tak",NA,NA,"meble","wielka plyta","415 000 zl","https://www.otodom.pl/pl/oferta/2-pok-30-m2-piwnica-ul-maj-h-sucharskiego-7-ID4hgi4","warszawa","oddzielna kuchnia",NA
"1:108","21 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","5/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1976","blok",NA,"tak",NA,NA,NA,"zelbet","339 000 zl","https://www.otodom.pl/pl/oferta/1pok21m2mokotow-sadybaul-konstancinska-ID4gUSn","warszawa",NA,NA
"1:109","35 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","balkon","440 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","2000","apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","system alarmowy, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","silikat","408 268 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-odkryta-tarchomin-ID4fxSE","warszawa","oddzielna kuchnia, pom. uzytkowe",NA
"1:110","34 m²","pelna wlasnosc","2 ","zapytaj","4/6","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2017","apartamentowiec",NA,"tak",NA,NA,NA,NA,"665 000 zl","https://www.otodom.pl/pl/oferta/apartamentowiec-lux-stary-mokotow-ID4hcqs","warszawa",NA,NA
"1:111","25,4 m²","pelna wlasnosc","1 ","do wykonczenia","8/8","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bezposrednio-ID4fEAV","warszawa",NA,NA
"1:112","35,9 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gN0f","warszawa",NA,NA
"1:113","38 m²","pelna wlasnosc","1 ","zapytaj","6/11","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1984","blok","plastikowe","tak",NA,NA,NA,NA,"429 000 zl","https://www.otodom.pl/pl/oferta/szwankowskiego-mozliwosc-2-pokoi-ID4hgt0","warszawa","piwnica, oddzielna kuchnia",NA
"1:114","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4eTH0","warszawa",NA,NA
"1:115","36,6 m²","pelna wlasnosc","2 ","do wykonczenia","parter/10","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"579 955 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-ogrodek-bezposrednio-ID4eB6n","warszawa",NA,NA
"1:116","36,3 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","parter/5","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka","wielka plyta","485 000 zl","https://www.otodom.pl/pl/oferta/cisza-i-zielen-36-m-2-zwirki-i-wigory-grojecka-ID4h1gh","warszawa","piwnica, oddzielna kuchnia",NA
"1:117","38 m²","pelna wlasnosc","2 ","zapytaj","zapytaj","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1950","kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"cegla","565 000 zl","https://www.otodom.pl/pl/oferta/muranow-38m2-2-pokoje-inwestycja-po-remoncie-ID4hk75","warszawa","piwnica",NA
"1:118","36,63 m²","pelna wlasnosc","2 ","do wykonczenia","1/7","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-ogrodek-bezposrednio-ID4e9D9","warszawa",NA,NA
"1:119","30,7 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","252 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1938","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka","cegla","517 000 zl","https://www.otodom.pl/pl/oferta/praga-poludnie-30-7-m2-po-generalnym-remoncie-ID4aF2X","warszawa","piwnica",NA
"1:120","34,4 m²","pelna wlasnosc","2 ","do zamieszkania","parter","balkon","500 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","2009","blok","plastikowe","tak",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","cegla","499 000 zl","https://www.otodom.pl/pl/oferta/super-mieszkanie-po-remoncie-bezposrednio-ID4etaL","warszawa",NA,NA
"1:121","37,4 m²","pelna wlasnosc","2 ","do zamieszkania","3/5","balkon, taras","748 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","2009","blok","plastikowe","tak",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","cegla","545 000 zl","https://www.otodom.pl/pl/oferta/2-pok-z-tarasem-i-2-miejscami-w-garazu-podziemnym-ID4h9Xo","warszawa",NA,NA
"1:122","24,14 m²","pelna wlasnosc","1 ","do zamieszkania","4/10","balkon","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon","lodówka, meble, kuchenka, telewizor, pralka",NA,"339 000 zl","https://www.otodom.pl/pl/oferta/okazja-kawalerka-z-balkonem-wola-gibalskiego-ID4h4JQ","warszawa",NA,NA
"1:123","14,4 m²","pelna wlasnosc","1 ","zapytaj","1/8","zapytaj","200 zl","garaz/miejsce parkingowe","zapytaj","inne","wtórny","prywatny","2017","blok","plastikowe","tak","telewizja kablowa, internet, telefon","teren zamkniety, monitoring / ochrona","lodówka, meble, kuchenka, telewizor","inne","250 000 zl","https://www.otodom.pl/pl/oferta/bezposrednio-kawalerka-pod-wynajem-ID4h87n","warszawa",NA,NA
"1:124","33,04 m²","pelna wlasnosc","1 ","zapytaj","3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,NA,"449 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-ursynow-metro-kabaty-ID4gVhr","warszawa","piwnica, oddzielna kuchnia",NA
"1:125","25,9 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-ID4hh7h","warszawa",NA,NA
"1:126","25,61 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-ID4e9CI","warszawa",NA,NA
"1:127","24,5 m²","pelna wlasnosc","1 ","zapytaj","2/4","zapytaj","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1970",NA,NA,"nie",NA,NA,NA,NA,"389 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-widna-kuchnia-w-super-lokalizacji-ID4hcPI","warszawa","piwnica","2022-07-01"
"1:128","26,11 m²","pelna wlasnosc","1 ","do wykonczenia","4/8","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4fEAA","warszawa",NA,NA
"1:129","38 m²","zapytaj","2 ","do zamieszkania","8/10","balkon","530 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1975",NA,"plastikowe","nie",NA,NA,"meble",NA,"415 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-przy-rembielinskiej-ID4hc3K","warszawa","piwnica","2022-06-14"
"1:130","30,07 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-bezposrednio-ID4f3sj","warszawa",NA,NA
"1:131","31,16 m²","pelna wlasnosc","1 ","do wykonczenia","6/6","taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"523 488 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-taras-bezposrednio-ID4dyJG","warszawa",NA,NA
"1:132","23,3 m²","pelna wlasnosc","1 ","do zamieszkania","3/8","zapytaj","200 zl","garaz/miejsce parkingowe","zapytaj","inne","wtórny","prywatny","2017","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","teren zamkniety, monitoring / ochrona","lodówka, meble, kuchenka, telewizor, pralka",NA,"410 000 zl","https://www.otodom.pl/pl/oferta/bezposrednio-kawalerka-pod-wynajem-ID4h876","warszawa",NA,NA
"1:133","26 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","2/10","zapytaj","460 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1975","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, kuchenka",NA,"380 000 zl","https://www.otodom.pl/pl/oferta/okazja-bezposrednio-kawalerka-26m2-piwnica-ID4gVtO","warszawa","piwnica, oddzielna kuchnia",NA
"1:134","25,81 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258 100 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-bez-prowizji-ID4gtvS","warszawa",NA,NA
"1:135","34,67 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-ogrodek-ID4dGGZ","warszawa",NA,NA
