"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od","Rok budowy"
"1:70","36,5 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia","cegla","276 000 zl","https://www.otodom.pl/pl/oferta/zadbane-m3-z-balkonem-do-zamieszkania-ID4hjPu","lodz","2022-06-26","1968"
"1:71","26,5 m²","pelna wlasnosc","1 ","zapytaj","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","prywatny","apartamentowiec","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","zelbet","249 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-slovianka-basen-jacuzzi-sauna-ID4h7wu","lodz",NA,"2023"
"1:72","38 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","350 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,NA,"piwnica","wielka plyta","250 000 zl","https://www.otodom.pl/pl/oferta/m3-na-ksiezym-mlynie-ID4hhIL","lodz",NA,"1970"
"1:73","36,69 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","","miejskie","pierwotny","prywatny","blok","plastikowe","tak",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","zelbet","293 520 zl","https://www.otodom.pl/pl/oferta/kawalerka-2-pokoje-37m2-lodz-retkinia-ID4hbaL","lodz",NA,"2022"
"1:74","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-bezposrednio-ID4dyYS","lodz",NA,NA
"1:75","23,21 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","zapytaj","250 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","kamienica","plastikowe","nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","190 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-ul-wschodnia-36-rewitalizowana-kamienica-ID4gWCT","lodz",NA,NA
"1:76","37 m²","zapytaj","1 ","do remontu","2/4","balkon","460 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,NA,"cegla","260 000 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-kolo-manufaktury-oddzielna-kuchnia-ID4hjK3","lodz",NA,"1980"
"1:77","36 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","320 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica",NA,"235 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-parter-widzew-ul-zbiorcza-36-m2-ID4gOvD","lodz",NA,NA
"1:78","36,24 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","3/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","wielka plyta","300 000 zl","https://www.otodom.pl/pl/oferta/przytulne-2-pokojowe-mieszkanie-2-min-do-parku-ID4hjHZ","lodz",NA,"1969"
"1:79","35 m²","pelna wlasnosc","1 ","do remontu","1/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,NA,NA,"piwnica","cegla","234 900 zl","https://www.otodom.pl/pl/oferta/35m-kawalerka-1-pietro-balkon-ID4gZRP","lodz",NA,NA
"1:80","36 m²","zapytaj","2 ","zapytaj","9/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok",NA,"nie",NA,NA,"lodówka, meble, kuchenka, pralka",NA,NA,"260 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-ID4hbGc","lodz",NA,NA
"1:81","38 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","balkon","330 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica","wielka plyta","249 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-przyborowskiego-3-38m2-balkon-dabrowa-ID4h9qb","lodz",NA,NA
"1:82","38 m²","zapytaj","2 ","do wykonczenia","4/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","5 000 zl","https://www.otodom.pl/pl/oferta/2-male-pokoje-na-polesiu-ID4hjHI","lodz",NA,NA
"1:83","29,57 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","ogródek, taras","9 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"pustak","277 500 zl","https://www.otodom.pl/pl/oferta/mozliwosc-uzyskania-dodatkowych-11-000zl-rabatu-ID4hjGV","lodz",NA,"2022"
"1:84","33,26 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","balkon","350 zl","zapytaj","","gazowe","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"teren zamkniety, domofon / wideofon","meble",NA,"cegla","239 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-okolice-parku-poniatowskiego-rezerwacja-ID4gPnK","lodz",NA,"2012"
"1:85","38 m²","zapytaj","2 ","zapytaj","1/4","balkon","315 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, pralka","piwnica","wielka plyta","315 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-teofilowie-1p-balkon-po-remoncie-ID4hhAH","lodz","2022-06-30","1970"
"1:86","35 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","zapytaj","344 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"pom. uzytkowe",NA,"247 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-dobrej-cenie-lodz-teofilow-ID4hjEm","lodz","2022-06-25",NA
"1:87","34 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","1/4","balkon","500 zl","zapytaj","tak","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","cegla","275 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-dobre-wyposazenie-ID4h816","lodz",NA,NA
"1:88","37 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"silikat","299 000 zl","https://www.otodom.pl/pl/oferta/rabaty-klucze-ivkw-22-2pok-balkon-garaz-komorki-ID4hjCH","lodz",NA,"2022"
"1:89","28,04 m²","pelna wlasnosc","1 ","do wykonczenia","zapytaj","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"silikat","238 340 zl","https://www.otodom.pl/pl/oferta/rabat-radogoszcz-12min-do-manufaktury-kawalerka-ID4hjCw","lodz",NA,NA
"1:90","28 m²","pelna wlasnosc","1 ","do zamieszkania","7/11","zapytaj","170 zl","zapytaj","tak","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica, oddzielna kuchnia",NA,"249 000 zl","https://www.otodom.pl/pl/oferta/m-2-dabrowa-po-generalnym-remoncie-bezposrednio-ID4hcZz","lodz",NA,NA
"1:91","31 m²","zapytaj","1 ","zapytaj","3/10","balkon","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"monitoring / ochrona",NA,"piwnica, oddzielna kuchnia",NA,"235 500 zl","https://www.otodom.pl/pl/oferta/uniwersyteckabalkonjasne-ID4hfUh","lodz",NA,NA
"1:92","27 m²","pelna wlasnosc","1 ","zapytaj","4","balkon","370 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"279 900 zl","https://www.otodom.pl/pl/oferta/inwestycjazrewitalizowana-kamienicacentrum-ID4hcWN","lodz","2022-06-17",NA
"1:93","38 m²","pelna wlasnosc","2 ","zapytaj","4/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia",NA,"330 000 zl","https://www.otodom.pl/pl/oferta/rozkladowe-ciche-dwa-pokoje-po-remoncie-ID4hfUf","lodz",NA,NA
"1:94","31 m²","pelna wlasnosc","1 ","do remontu","2","zapytaj","230 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,NA,NA,NA,NA,"255 000 zl","https://www.otodom.pl/pl/oferta/uniwersyteckajasnerozkladowebalkoninwestycja-ID4gW1e","lodz","2022-05-23",NA
"1:95","35,5 m²","zapytaj","1 ","do remontu","2/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia","cegla","270 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-krzemieniecka-lodz-ID4h6Ne","lodz",NA,NA
"1:96","15,74 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","zapytaj","zapytaj","zapytaj","tak","elektryczne","pierwotny","deweloper","kamienica","plastikowe","nie","telewizja kablowa, internet","teren zamkniety, domofon / wideofon",NA,NA,"cegla","103 884 zl","https://www.otodom.pl/pl/oferta/przytulna-kawalerka-ID4dSWM","lodz",NA,"2021"
"1:97","27,82 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-gotowe-do-odbioru-centrum-lodzi-ID4fYmB","lodz","2021-09-09","2020"
"1:98","31,14 m²","zapytaj","1 ","do wykonczenia","4/7","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper",NA,NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"292 966 zl","https://www.otodom.pl/pl/oferta/diasfera-lodzka-wyjatkowe-mieszkanie-d32-ID4c3X7","lodz",NA,"2021"
"1:99","26,13 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","internet","teren zamkniety, domofon / wideofon",NA,NA,"cegla","259 900 zl","https://www.otodom.pl/pl/oferta/wolczanska-4-frontowe-mieszkanie-z-balkonem-ID4bMFY","lodz",NA,NA
"1:100","36,24 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","1/4","zapytaj","430 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","meble",NA,"wielka plyta","268 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-m3-zarzew-1-pietro-loggia-ID4hjjc","lodz",NA,"1978"
"1:101","30 m²","pelna wlasnosc","1 ","do zamieszkania","6/10","zapytaj","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","cegla","229 900 zl","https://www.otodom.pl/pl/oferta/3min-od-manufaktury-remont-2017r-duza-kawalerka-ID4hjhO","lodz",NA,"1980"
"1:102","35,01 m²","zapytaj","2 ","do wykonczenia","1/6","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"326 250 zl","https://www.otodom.pl/pl/oferta/powot-do-sprzedazy-najansze-2-pok-balkon-ID4hjge","lodz","2022-08-01","2022"
"1:103","38 m²","spóldzielcze wlasnosciowe","2 ","zapytaj","3/11","balkon","zapytaj","zapytaj","Film","zapytaj","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,"domofon / wideofon","lodówka, meble, pralka","piwnica, oddzielna kuchnia","wielka plyta","265 000 zl","https://www.otodom.pl/pl/oferta/m3-bez-nakladow-w-swietnej-lokalizacji-ID4hjfI","lodz","2022-06-01","1971"
"1:104","20 m²","pelna wlasnosc","1 ","do zamieszkania","1","zapytaj","350 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","prywatny","kamienica",NA,"nie","telewizja kablowa","drzwi / okna antywlamaniowe, teren zamkniety","zmywarka, lodówka, meble, kuchenka, pralka",NA,NA,"180 000 zl","https://www.otodom.pl/pl/oferta/ustawna-kawalerka-inwestycyjna-w-centrum-lodzi-ID4ep6t","lodz",NA,NA
"1:105","37,35 m²","pelna wlasnosc","2 ","zapytaj","4/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica",NA,"242 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-ul-rojna-37-m2-ID4h3zv","lodz",NA,NA
"1:106","36,7 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"lodówka, meble, pralka",NA,"cegla","299 000 zl","https://www.otodom.pl/pl/oferta/m3-po-remoncie-gorna-dabrowa-blisko-zarzerw-ID4gx2v","lodz",NA,"1960"
"1:107","36,13 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","balkon","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, pralka",NA,"cegla","289 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-przy-parku-gorna-dabrowa-ID4h0C5","lodz",NA,"1960"
"1:108","37 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","balkon","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,NA,"cegla","249 000 zl","https://www.otodom.pl/pl/oferta/gorna-2pokje-balkon-parking-pod-blokiem-ID4h7Fb","lodz",NA,"1860"
"1:109","36,04 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"meble",NA,"cegla","240 000 zl","https://www.otodom.pl/pl/oferta/m3-36-04mkw-balkon-gorna-nowe-rokicie-ID4h6vO","lodz",NA,"1960"
"1:110","32,67 m²","pelna wlasnosc","1 ","do zamieszkania","> 10/11","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,NA,NA,NA,"wielka plyta","220 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-33mkw-piekny-widok-gorna-kurak-ID4gGH1","lodz",NA,"1986"
"1:111","29,57 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-ogrodek-bez-prowizji-ID4gX1O","lodz",NA,NA
"1:112","37 m²","pelna wlasnosc","1 ","do remontu","1/3","zapytaj","366 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,"teren zamkniety, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor","piwnica","cegla","265 000 zl","https://www.otodom.pl/pl/oferta/pokoj-z-kuchnia-37m-kw-lodz-polesie-ID4hiZ7","lodz",NA,NA
"1:113","29,49 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","zapytaj","205 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","prywatny","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe","meble","piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","187 700 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-100m-od-piotrkowskiej-ID4hanu","lodz",NA,"1920"
"1:114","23,45 m²","zapytaj","1 ","do wykonczenia","1/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","207 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-centrum-ID4fPWy","lodz",NA,NA
"1:115","33,38 m²","pelna wlasnosc","2 ","do zamieszkania","5/5","zapytaj","zapytaj","zapytaj","tak","inne","pierwotny","prywatny","kamienica","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"oddzielna kuchnia","cegla","366 846,20 zl","https://www.otodom.pl/pl/oferta/promocja-gotowe-ul-narutowicza-polonia-2-pok-ID4gBcl","lodz","2022-06-01",NA
"1:116","37,68 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/pogonowskiego-73-nowoczesne-mieszkanie-a-1b-ID4gZ2S","lodz",NA,"2024"
"1:117","36,74 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","zapytaj","370 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica","wielka plyta","265 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-zarzew-37m2-do-wprowadzenia-ID4hiO6","lodz","2022-08-01","1975"
"1:118","27,14 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","10/11","zapytaj","338,80 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, kuchenka","piwnica","wielka plyta","234 700 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-osobna-sypialnia-centrum-parking-okazj-ID4gtyJ","lodz",NA,NA
"1:119","16 m²","pelna wlasnosc","1 ","do zamieszkania","2/3","zapytaj","150 zl","zapytaj","zapytaj","zapytaj","wtórny","prywatny","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona","lodówka, meble, kuchenka, pralka",NA,"cegla","169 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-politechnika-ID4fmXy","lodz",NA,NA
"1:120","29,56 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","blok","plastikowe","nie",NA,"teren zamkniety, domofon / wideofon",NA,NA,"silikat","251 260 zl","https://www.otodom.pl/pl/oferta/mieszkanie-dla-singla-pary-lub-inwestora-lodz-ID4eMQZ","lodz",NA,"2022"
"1:121","30,45 m²","pelna wlasnosc","1 ","do zamieszkania","1/2","balkon","200 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"meble","piwnica","cegla","210 000 zl","https://www.otodom.pl/pl/oferta/1-pokoj-2-pietro-30-45m2-balkon-widzew-mcm-jonsher-ID4hiJn","lodz",NA,"1943"
"1:122","13,5 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","140 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","prywatny","kamienica","plastikowe","nie","telewizja kablowa, internet","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe","meble","piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","123 700 zl","https://www.otodom.pl/pl/oferta/piekne-kawalerki-100m-od-piotrkowskiej-ID4gYZN","lodz",NA,"1920"
"1:123","34 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","4/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet",NA,NA,"pom. uzytkowe","wielka plyta","295 000 zl","https://www.otodom.pl/pl/oferta/wyremontowane-2-pokoje-teofilow-ID4g0xs","lodz",NA,"1972"
"1:124","34 m²","pelna wlasnosc","1 ","do remontu","3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa","domofon / wideofon",NA,"piwnica",NA,"235 000 zl","https://www.otodom.pl/pl/oferta/przestronne-m2-34m2-duzy-balkon-baluty-ID4hiyK","lodz",NA,NA
"1:125","35 m²","pelna wlasnosc","2 ","zapytaj","1/6","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"cegla","306 100 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-klucze-juz-za-1-2-miesiace-ID4hiyG","lodz",NA,"2022"
"1:126","38 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","balkon","330 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","cegla","379 000 zl","https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-gotowe-do-wprowadzenia-ID4gBBu","lodz",NA,NA
"1:127","38 m²","spóldzielcze wlasnosciowe","1 ","do remontu","> 10/15","balkon","460 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",NA,"piwnica, oddzielna kuchnia","wielka plyta","270 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-piotrkowska-204-210-ID4hiue","lodz",NA,"1980"
"1:128","36 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon","lodówka, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","wielka plyta","289 900 zl","https://www.otodom.pl/pl/oferta/piekne-2-pokoje-po-remoncie-ID4gtlG","lodz",NA,"1974"
"1:129","37,39 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","zapytaj","311 zl","zapytaj","tak","miejskie","wtórny","prywatny","blok","plastikowe","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon, rolety antywlamaniowe","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","cegla","320 000 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-37m2-zachodnia-25-winda-1-pietro-ID4h5Cf","lodz","2022-07-15","1975"
